gene,drug,approved,interaction_score
PTGS2,PIRPROFEN,True,0.2230931562345535
GAPDH,METHOCARBAMOL,True,0.2230931562345535
PTGS2,ALOXIPRIN,True,0.2230931562345535
UGT1A6,DICLOFENAC SODIUM,True,0.2193436914238887
TH,DOXYCYCLINE ANHYDROUS,True,0.2161647973452817
KCNC2,AMIFAMPRIDINE PHOSPHATE,True,0.2122105632475021
KCNC2,GUANIDINE HYDROCHLORIDE,True,0.2122105632475021
FOS,PILOCARPINE HYDROCHLORIDE,True,0.211351411169577
FOS,NIMODIPINE,True,0.211351411169577
FN1,OCRIPLASMIN,True,0.211351411169577
UGT1A10,TROGLITAZONE,True,0.211351411169577
UGT1A8,RALOXIFENE HYDROCHLORIDE,True,0.2088151942355421
IFNG,METHYLPREDNISOLONE,True,0.2071579307892282
KCNC2,AMIFAMPRIDINE,True,0.2071579307892282
JUN,CINNARIZINE,True,0.206339124738678
JUN,EFLORNITHINE,True,0.206339124738678
UGT1A4,PHENOBARBITAL,True,0.2060676258903376
UGT1A7,ALLOPURINOL,True,0.2047207786622962
IL1B,BECLOMETHASONE DIPROPIONATE,True,0.2047207786622961
IL2,DACLIZUMAB,True,0.2039210881206466
MYC,ESTRONE,True,0.2033914229566968
CDKN2A,VEMURAFENIB,True,0.2015590677949248
UGT1A4,ACETAMINOPHEN,True,0.2007838406110982
UGT1A1,FEBUXOSTAT,True,0.2007838406110982
OCA2,LAMIVUDINE,True,0.1977416612078997
CDKN2A,COBIMETINIB,True,0.1962548818003215
UGT1A6,PHENOBARBITAL,True,0.1962548818003215
SRC,INTERLEUKIN-11,True,0.1933474020699463
ESR1,QUINESTROL,True,0.1933474020699463
ESR1,FULVESTRANT,True,0.1933474020699463
ESR1,CHLOROTRIANISENE,True,0.1933474020699463
IL1B,ACITRETIN,True,0.1919257299959026
CDK1,CINNARIZINE,True,0.1898319947595837
JUN,MECHLORETHAMINE HYDROCHLORIDE,True,0.1891441976771214
JUN,TRIFLUPROMAZINE HYDROCHLORIDE,True,0.1891441976771214
IL2,QUININE,True,0.1882348505729045
TNF,MILTEFOSINE,True,0.1871103890999481
TNF,VITAMIN B6,True,0.1871103890999481
UGT1A4,ANHYDROUS TACROLIMUS,True,0.1864421377103055
MYC,CALCITRIOL,True,0.1864421377103054
MYC,GLUTAMINE,True,0.1864421377103054
IFNG,MELPHALAN,True,0.1864421377103054
IL1B,CLODRONIC ACID,True,0.1861097987839056
PTEN,TEMSIROLIMUS,True,0.1843842774706774
UGT1A10,ALLOPURINOL,True,0.1831712230136334
TAT,PHENOBARBITAL,True,0.1831712230136334
CYP2A6,ACETAMINOPHEN,True,0.1825307641919074
NFKB1,ARTESUNATE,True,0.1812631894405747
KRAS,VOXILAPREVIR,True,0.1812631894405747
KRAS,TEPROTUMUMAB,True,0.1812631894405747
KRAS,ASUNAPREVIR,True,0.1812631894405747
ESR1,CLOMIPHENE,True,0.1812631894405747
IL2,ITRACONAZOLE,True,0.1812631894405747
EGFR,NERATINIB MALEATE,True,0.1812631894405747
KCNC2,DALFAMPRIDINE,True,0.1812631894405747
EGFR,ERLOTINIB HYDROCHLORIDE,True,0.1812631894405747
HSP90AA1,BUTOCONAZOLE,True,0.1800130984789156
PTGS2,FENOPROFEN,True,0.1784745249876428
CDKN2A,TEMOZOLOMIDE,True,0.1775639406764813
UGT1A6,PHENYTOIN SODIUM,True,0.1775639406764813
EGFR,PANITUMUMAB,True,0.1767316097045603
JUN,GEMFIBROZIL,True,0.1745946440096506
UGT1A1,PEGASPARGASE,True,0.1740126618629517
UGT1A4,ALLOPURINOL,True,0.1740126618629517
HSPA4,IFOSFAMIDE,True,0.1734345467072609
PTEN,EVEROLIMUS,True,0.17286026012876
ESR1,DIENESTROL,True,0.1726316089910235
IL1B,OFLOXACIN,True,0.1706006488852468
ERBB2,ELACESTRANT,True,0.1706006488852468
ALB,PHENYLBUTAZONE,True,0.169492852463914
SRC,BOSUTINIB,True,0.1681281757129968
GRIN2B,FELBAMATE,True,0.1673198671759151
PTGS2,KETOROLAC TROMETHAMINE,True,0.1673198671759151
FOS,THROMBIN,True,0.1673198671759151
GAPDH,HISTIDINE,True,0.1673198671759151
UGT1A8,IRINOTECAN HYDROCHLORIDE,True,0.1657263446313826
IL6,GEMFIBROZIL,True,0.1639051760090597
IL2,INTERFERON BETA-1B,True,0.1631368704965173
UGT1A6,PAREGORIC,True,0.1621235980089612
CDKN2A,SAPANISERTIB,True,0.1621235980089612
UGT1A10,DICLOFENAC SODIUM,True,0.1616216673649707
ESR1,ESTROPIPATE,True,0.1611228350582886
ERBB2,ADO-TRASTUZUMAB EMTANSINE,True,0.1605653165978793
ALB,PYROGALLOL,True,0.1581933289663198
PTGS2,NAPROXEN SODIUM,True,0.1574775220479201
GAPDH,DEFEROXAMINE,True,0.1574775220479201
GAPDH,SELENIUM,True,0.1574775220479201
IFNG,THROMBIN,True,0.1553684480919212
EGFR,OSIMERTINIB,True,0.1553684480919212
PTEN,ENCORAFENIB,True,0.1536535645588978
UGT1A1,KETAMINE HYDROCHLORIDE,True,0.1535405839967221
IL6,IFOSFAMIDE,True,0.152197663436984
IL6,INTERFERON ALFA-2B,True,0.152197663436984
HSPA4,PHENYLEPHRINE,True,0.1517552283688532
HSPA4,RANITIDINE HYDROCHLORIDE,True,0.1517552283688532
MAPK3,NITROGLYCERIN,True,0.1515349740461118
UGT1A8,PAREGORIC,True,0.1513153581416972
ACTB,ETHINYL ESTRADIOL,True,0.1491537101682443
PTGS2,APAZONE,True,0.1487287708230357
PTGS2,TOLMETIN SODIUM,True,0.1487287708230357
PTGS2,IBUFENAC,True,0.1487287708230357
PTGS2,ACECLOFENAC,True,0.1487287708230357
GAPDH,CHLORTHALIDONE,True,0.1487287708230356
IL2,PYRIMETHAMINE,True,0.1483062459059248
TAT,ESTRADIOL VALERATE,True,0.1480958824365547
IL1B,GALLIUM NITRATE,True,0.1462291276159258
TH,EPOETIN ALFA,True,0.1462291276159258
TH,METHADONE HYDROCHLORIDE,True,0.1462291276159258
IL1B,CEFACLOR ANHYDROUS,True,0.1462291276159258
IL1B,ETIDRONIC ACID,True,0.1462291276159258
MYCN,NIRAPARIB,True,0.1462291276159258
UGT1A1,LABETALOL,True,0.1450105515524598
UGT1A1,SACITUZUMAB GOVITECAN,True,0.1450105515524598
ESR1,OSPEMIFENE,True,0.1450105515524598
UGT1A10,PHENOBARBITAL,True,0.1446088602739211
PTEN,ALPELISIB,True,0.1440502167739667
HSPA4,DEFEROXAMINE,True,0.1428284502295089
HSPA4,PIOGLITAZONE HYDROCHLORIDE,True,0.1428284502295089
JUN,CLOFIBRATE,True,0.1418581482578411
JUN,ATOMOXETINE HYDROCHLORIDE,True,0.1418581482578411
TNF,GLIMEPIRIDE,True,0.1403327918249611
ALB,NAPROXEN SODIUM,True,0.1395823490879292
PTEN,TIRBANIBULIN,True,0.138288208103008
IFNG,THEOPHYLLINE,True,0.1381052871928188
IFNG,TRASTUZUMAB,True,0.1381052871928188
UGT1A1,ONDANSETRON HYDROCHLORIDE,True,0.137378417260225
IL2,OFLOXACIN,True,0.135947392080431
EGFR,RAMUCIRUMAB,True,0.135947392080431
IL2,BECLOMETHASONE,True,0.135947392080431
IL2,CALCITRIOL,True,0.135947392080431
UGT1A6,ATORVASTATIN CALCIUM TRIHYDRATE,True,0.1355942819711312
ESR1,"ESTROGENS, CONJUGATED (USP)",True,0.1342690292152405
GAPDH,METHAZOLAMIDE,True,0.1338558937407321
UGT1A8,ACETAMINOPHEN,True,0.1338558937407321
GRIN2B,AMANTADINE HYDROCHLORIDE,True,0.1338558937407321
UGT1A7,PAREGORIC,True,0.1335135513014975
UGT1A7,NICOTINE POLACRILEX,True,0.1335135513014975
UGT1A10,IRINOTECAN HYDROCHLORIDE,True,0.130836587866881
CDK1,CLOFIBRATE,True,0.1305094963972138
UGT1A1,ETHINYL ESTRADIOL,True,0.1305094963972138
UGT1A1,BINIMETINIB,True,0.1305094963972138
UGT1A1,EFAVIRENZ,True,0.1305094963972138
PTEN,ENZALUTAMIDE,True,0.12964519509657
FOS,BROMOCRIPTINE,True,0.1295379616845794
TNF,PYRAZINAMIDE,True,0.1295379616845794
IFNG,MELATONIN,True,0.1285807846277968
IL1B,NICARDIPINE,True,0.1279504866639351
HSPA4,ENALAPRIL MALEATE,True,0.1277938765211396
HSPA4,FLUTICASONE,True,0.1277938765211396
PTGS2,MECLOFENAMATE SODIUM,True,0.127481803562602
PTGS2,MECLOFENAMATE,True,0.127481803562602
PTGS2,MEFENAMIC ACID,True,0.127481803562602
PTGS2,PHENYLBUTAZONE,True,0.127481803562602
UGT1A8,ATORVASTATIN CALCIUM TRIHYDRATE,True,0.1265546631730558
HSP90AB1,DIACETYLRHEIN,True,0.1260961317847476
IL2,METYROSINE,True,0.1254899003819364
IL6,SELENIUM,True,0.1253392522422221
TH,INDOMETHACIN,True,0.1242947584735369
AKT1,NELFINAVIR,True,0.1225441280725012
CTNNB1,LENALIDOMIDE,True,0.1216871761279383
HSPA4,HYDRALAZINE,True,0.1214041826950826
KRAS,ENCORAFENIB,True,0.1208421262937165
ESR1,CLOMIPHENE CITRATE,True,0.1208421262937164
ESR1,ETHYNODIOL DIACETATE,True,0.1208421262937164
ESR1,RALOXIFEN,True,0.1208421262937164
ESR1,PALMITATE,True,0.1208421262937164
ESR1,"ESTROGENS, CONJUGATED SYNTHETIC A",True,0.1208421262937164
ESR1,CYCLOFENIL,True,0.1208421262937164
ESR1,DIENOGEST,True,0.1208421262937164
ESR1,DESOGESTREL,True,0.1208421262937164
ESR1,LASOFOXIFENE TARTRATE,True,0.1208421262937164
ESR1,BENZODODECINIUM CHLORIDE,True,0.1208421262937164
ESR1,"SYNTHETIC CONJUGATED ESTROGENS, B",True,0.1208421262937164
IL1B,HYDROQUINONE,True,0.1204239874484095
HSP90AA1,HALOFANTRINE HYDROCHLORIDE,True,0.120008732319277
HSP90AA1,SULCONAZOLE NITRATE,True,0.120008732319277
TAT,GENISTEIN,True,0.120008732319277
HIF1A,ETHAMSYLATE,True,0.120008732319277
UGT1A10,PAREGORIC,True,0.1194594932697609
UGT1A1,LOSARTAN POTASSIUM,True,0.1186449967247398
UGT1A1,BELINOSTAT,True,0.1186449967247398
UGT1A7,ACETAMINOPHEN,True,0.1181081415359401
TAT,PROGESTERONE,True,0.1179746860087808
IL2,METOCLOPRAMIDE HYDROCHLORIDE,True,0.1165263360689409
MAPK3,SELENIUM,True,0.115879686035262
HSPA4,LITHIUM,True,0.1156230311381739
TP53,ZANUBRUTINIB,True,0.1154951295550564
UGT1A1,PAZOPANIB,True,0.1144820143835209
SRC,DASATINIB ANHYDROUS,True,0.1144820143835208
SRC,MASITINIB,True,0.1137337659234978
ERBB2,TRIFLURIDINE,True,0.1137337659234978
ERBB2,AFATINIB DIMALEATE,True,0.1137337659234978
UGT1A4,PAREGORIC,True,0.1134865186062729
UGT1A4,NICOTINE POLACRILEX,True,0.1134865186062729
JUN,SERTRALINE HYDROCHLORIDE,True,0.1134865186062728
CTNNB1,OSIMERTINIB,True,0.1129952349759427
TNF,CEFOTAXIME SODIUM,True,0.1122662334599689
TNF,PRAZOSIN HYDROCHLORIDE,True,0.1122662334599688
TNF,RUTIN,True,0.1122662334599688
UGT1A7,ATORVASTATIN CALCIUM TRIHYDRATE,True,0.1116658792703434
PTGS2,DEXKETOPROFEN,True,0.1115465781172767
PTGS2,BALSALAZIDE,True,0.1115465781172767
ESR1,TOREMIFENE,True,0.1115465781172767
PTGS2,BENZYDAMINE,True,0.1115465781172767
PTGS2,BISMUTH SUBSALICYLATE,True,0.1115465781172767
PTGS2,BALSALAZIDE DISODIUM,True,0.1115465781172767
PTGS2,OLSALAZINE SODIUM,True,0.1115465781172767
PTGS2,ESFLURBIPROFEN,True,0.1115465781172767
UGT1A6,RISPERIDONE,True,0.1113087389315256
IL6,PEGINTERFERON ALFA-2A,True,0.1102121011095401
ESR1,ESTRONE,True,0.1098564784488331
